,host_id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
412,6784512,4.5,5.0,4.25,5.0,5.0,4.25,4.25
413,14307292,4.98,4.96,4.96,5.0,5.0,4.89,4.73
414,9225306,4.74,4.84,4.93,4.84,4.84,4.48,4.68
415,669137,4.78,4.9,4.88,5.0,4.9,4.95,4.76
416,1400952,4.97,4.99,4.86,4.96,4.99,4.93,4.82
417,17629159,4.73,4.84,4.81,4.89,4.99,4.89,4.58
418,14316583,4.75,4.85,4.63,4.78,4.85,4.56,4.59
419,17187656,4.78,4.85,4.76,4.89,4.95,4.53,4.7
420,17414846,4.56,4.69,4.81,4.88,4.88,4.63,4.63
421,1793657,4.92,4.97,4.95,4.98,5.0,4.66,4.83
422,2986709,4.66,4.84,4.83,4.78,4.84,4.91,4.59
423,17991662,4.4,4.44,4.1,5.0,4.9,4.4,4.4
424,11209623,,,,,,,
425,7892885,4.78,4.85,4.67,4.56,4.78,4.56,4.44
426,12965030,5.0,5.0,5.0,5.0,5.0,5.0,5.0
427,17952331,4.92,4.96,4.75,4.96,4.96,4.67,4.67
428,4685354,4.91,4.82,4.91,5.0,5.0,4.91,4.64
429,3694185,4.94,4.97,4.87,5.0,5.0,4.87,4.81
430,17638832,4.67,4.89,4.44,4.44,4.89,4.33,4.44
431,18450996,4.46,4.55,4.39,4.8,4.88,4.65,4.29
432,5845221,4.83,4.83,4.67,4.83,4.67,4.5,4.67
433,18787526,4.93,4.93,4.96,4.96,4.95,4.82,4.77
434,17635284,4.85,4.92,4.54,4.92,5.0,4.62,4.62
435,412277,4.72,4.61,4.5,4.89,5.0,4.78,4.67
436,18823161,4.84,4.85,4.94,4.95,4.99,4.76,4.82
437,1376907,4.67,4.47,4.67,4.92,4.82,4.72,4.44
438,18918001,4.67,5.0,5.0,5.0,5.0,5.0,5.0
439,19015099,4.98,4.97,4.97,5.0,4.97,4.99,4.82
440,15800792,4.93,4.99,4.89,4.97,4.95,4.91,4.74
441,8128832,4.64,4.62,4.57,4.9,4.77,4.86,4.36
442,19238739,4.55,4.73,4.5,4.63,4.83,4.83,4.6
443,19276946,5.0,4.98,4.96,5.0,5.0,4.98,4.79
444,19319459,4.88,4.71,4.71,5.0,4.96,4.88,4.58
445,16535126,4.8,4.8,5.0,5.0,5.0,5.0,4.8
446,3878625,4.92,5.0,4.92,4.92,5.0,4.92,4.83
447,5647814,4.45,4.7,4.3,4.97,4.87,4.68,4.45
448,19551497,5.0,4.94,5.0,4.94,5.0,5.0,4.94
449,19369383,4.97,4.97,4.88,5.0,5.0,4.94,4.84
450,19711470,5.0,4.94,5.0,5.0,4.94,5.0,5.0
451,1487220,4.86,4.86,4.81,4.89,4.92,4.83,4.69
452,4994590,4.9,4.87,4.93,4.96,4.94,4.84,4.83
453,3133489,4.97,4.95,4.97,4.97,4.97,4.97,4.78
454,19793596,4.81,4.97,4.84,4.84,4.91,4.59,4.63
455,19850735,4.78,4.84,4.62,4.93,4.9,4.75,4.72
456,19879540,4.77,4.79,4.66,4.85,4.83,4.4,4.65
457,19892498,4.96,4.96,5.0,5.0,5.0,4.93,4.74
458,1509824,4.88,4.93,4.86,4.86,4.93,4.93,4.72
459,7968650,4.79,4.82,4.58,4.82,4.87,4.82,4.55
460,19969271,4.68,4.79,4.68,4.95,4.95,4.68,4.58
461,20056287,4.9,4.97,4.76,4.97,4.94,4.65,4.73
462,10988986,4.88,4.9,4.95,4.97,4.97,4.95,4.71
463,20104724,4.6,4.6,4.2,4.4,4.8,4.6,4.6
464,5371689,5.0,5.0,4.6,5.0,5.0,4.8,4.8
465,59484,4.48,4.7,4.79,4.72,4.65,4.89,4.42
466,3339417,4.88,4.88,4.87,4.93,4.86,4.99,4.78
467,8011802,4.89,4.93,4.84,4.95,4.98,4.7,4.74
468,2963123,4.75,4.8,4.72,4.9,4.89,4.72,4.66
469,20358179,4.89,4.89,4.89,4.9,4.93,4.94,4.84
470,4127029,4.75,4.67,4.75,4.92,4.75,4.82,4.67
471,6461575,4.5,4.64,4.64,4.61,4.6,4.86,4.4
472,20511749,4.53,4.63,4.38,4.92,4.91,4.62,4.4
473,16819959,4.92,4.84,4.92,4.92,4.95,4.84,4.79
474,13527741,4.94,4.91,4.9,4.94,4.96,4.96,4.79
475,20664546,4.84,4.87,4.87,4.92,4.89,4.95,4.63
476,5796250,4.73,4.78,4.72,4.93,4.88,4.92,4.69
477,20889667,4.81,4.88,4.69,5.0,5.0,5.0,4.58
478,20921327,4.92,4.95,4.79,4.99,4.89,4.91,4.72
479,20965087,4.74,4.91,4.56,4.96,4.94,4.5,4.57
480,436145,4.58,4.69,4.88,4.82,4.78,4.96,4.33
481,21010247,4.81,4.73,4.76,4.95,4.94,4.82,4.61
482,125667,4.73,4.8,4.68,4.85,4.84,4.78,4.49
483,21042827,4.83,4.83,5.0,5.0,5.0,4.83,4.83
484,21080517,4.93,5.0,4.93,5.0,5.0,4.93,4.57
485,3105007,4.97,4.97,4.63,4.88,4.91,5.0,4.78
486,6833668,4.7,4.73,4.72,4.6,4.67,4.85,4.55
487,20140918,4.88,4.97,4.67,4.94,4.94,5.0,4.72
488,21371721,4.81,4.78,4.7,4.88,4.93,4.87,4.68
489,20465009,4.82,4.89,4.83,4.94,4.95,4.79,4.68
490,21488545,4.88,4.89,4.97,4.95,4.97,4.72,4.76
491,21533878,4.88,4.95,4.86,4.98,4.98,4.91,4.74
492,19562807,4.96,4.94,4.94,4.95,4.99,4.96,4.84
493,21581535,5.0,5.0,4.89,4.89,5.0,4.74,4.68
494,20157581,5.0,5.0,5.0,5.0,5.0,4.75,5.0
495,3664300,4.8,4.8,4.6,5.0,4.8,3.8,4.4
496,7821104,4.93,4.91,4.98,4.87,4.96,4.8,4.8
497,21689300,4.89,4.93,4.92,4.96,5.0,4.99,4.66
498,2129723,4.94,4.63,4.75,5.0,4.88,4.75,4.69
499,21716808,4.89,4.89,5.0,4.89,5.0,5.0,4.89
500,21725610,4.8,4.83,4.79,4.89,4.86,4.97,4.72
501,6558000,4.93,4.95,4.89,4.94,4.98,4.94,4.61
502,21845977,4.88,4.93,4.87,4.93,4.93,4.83,4.8
503,15822324,5.0,4.94,4.97,4.94,4.97,4.91,4.91
504,72890,4.64,4.72,4.89,4.89,4.81,4.67,4.36
505,10565382,4.87,4.82,4.73,4.95,4.94,4.7,4.71
506,10811675,4.84,4.86,4.79,4.92,4.94,4.75,4.7
507,22047244,4.89,4.94,4.94,4.95,4.93,4.91,4.71
508,249607376,4.8,4.76,4.8,4.85,4.93,4.98,4.58
509,22082242,4.89,5.0,4.95,5.0,5.0,4.68,4.63
510,11794055,4.87,4.91,4.94,4.85,5.0,4.77,4.57
511,14200991,5.0,5.0,5.0,5.0,4.8,5.0,4.8
512,15712909,4.42,4.61,4.11,4.78,4.71,4.33,4.22
513,3988034,4.76,4.84,4.94,4.84,4.81,4.88,4.52
514,22231426,4.84,4.89,4.9,4.95,4.96,4.87,4.79
515,22233513,4.71,4.86,4.67,4.89,4.93,4.41,4.59
516,12327340,4.77,4.8,4.63,4.85,4.91,4.86,4.58
517,19969945,4.79,4.93,4.24,4.9,5.0,4.66,4.72
518,17321895,4.73,4.77,4.56,4.85,4.82,4.92,4.62
519,5933288,4.96,4.9,4.95,4.96,4.96,4.87,4.76
520,6143602,5.0,5.0,5.0,5.0,5.0,5.0,5.0
521,22430852,4.9,4.85,4.95,4.95,4.9,4.7,4.75
522,22445747,4.87,4.92,4.96,4.97,4.96,4.69,4.8
523,22479558,4.43,4.38,4.06,4.72,4.82,4.76,4.13
524,3374197,,,,,,,
525,19440780,4.86,4.93,4.76,4.99,4.99,4.9,4.73
526,22750552,4.87,4.94,4.99,4.94,4.97,4.81,4.77
527,22352369,4.83,4.93,4.85,4.76,4.69,4.74,4.74
528,18715530,4.5,4.64,4.57,4.79,4.86,4.36,4.36
529,20294905,4.95,4.95,4.95,4.95,5.0,4.89,4.58
530,22887899,4.76,4.79,4.86,4.76,4.88,4.5,4.57
531,22923931,4.64,4.81,4.6,4.82,4.84,4.41,4.54
532,5010813,4.95,4.95,4.85,4.84,4.89,4.74,4.74
533,13816517,4.97,4.97,4.97,4.83,5.0,4.69,4.83
534,540534,4.65,4.65,4.65,4.53,4.71,4.65,4.65
535,4883501,4.96,4.98,4.9,4.94,4.92,4.9,4.75
536,22594722,4.92,4.93,4.94,4.97,4.97,4.82,4.9
537,5137582,4.58,4.56,4.57,4.45,4.4,4.39,4.51
538,23179135,4.75,4.92,4.58,4.83,5.0,4.75,4.67
539,14641242,4.88,4.92,4.92,4.92,4.96,4.75,4.88
540,23286921,4.92,4.95,4.92,4.96,4.95,4.95,4.71
541,8307629,4.72,4.93,4.86,4.62,4.79,4.72,4.71
542,12179257,4.81,4.89,4.88,4.95,4.98,4.89,4.65
543,13572361,4.83,4.83,4.92,4.92,4.92,4.67,4.67
544,23556233,4.94,4.98,5.0,4.92,4.92,4.78,4.78
545,23593514,4.83,4.84,4.91,4.96,4.95,4.8,4.77
546,1016298,4.8,4.89,4.7,5.0,4.98,4.61,4.72
547,6651475,,,,,,,
548,17438517,4.86,4.89,4.78,4.97,4.86,5.0,4.64
549,3888519,4.96,4.96,4.96,4.93,4.91,4.91,4.78
550,23799357,4.88,4.85,4.94,4.97,4.98,4.87,4.77
551,23802419,4.86,4.9,4.94,4.97,4.98,4.87,4.73
552,22605509,4.8,5.0,5.0,5.0,5.0,4.6,4.6
553,23561579,4.62,4.68,4.51,4.83,4.79,4.82,4.43
554,21453001,,,,,,,
555,23667032,4.77,4.85,4.92,4.92,4.67,4.08,4.58
556,23917371,4.6,4.74,4.26,4.84,4.98,4.84,4.6
557,23928189,4.82,4.82,4.59,4.82,4.91,4.59,4.65
558,24002310,4.84,4.92,4.88,4.92,4.86,4.94,4.82
559,16274382,4.81,4.8,4.72,4.94,4.9,4.73,4.5
560,23886273,4.9,4.91,4.95,4.97,4.99,4.93,4.8
561,23886273,4.84,4.88,4.9,4.94,4.92,4.89,4.69
562,19159655,4.94,4.96,4.96,4.99,4.99,4.8,4.78
563,24279237,4.76,4.82,4.81,4.88,4.82,4.71,4.64
564,16626677,4.52,4.65,3.97,4.77,4.87,4.43,4.37
565,971085,4.6,4.56,4.4,4.83,5.0,4.7,4.52
566,24358999,4.83,4.9,4.9,4.9,4.94,4.83,4.7
567,18569537,4.89,4.91,4.67,4.96,4.96,4.87,4.67
568,2313061,4.86,4.89,4.9,4.92,4.94,4.97,4.78
569,4450008,4.98,4.98,4.88,4.98,5.0,4.86,4.76
570,11057879,5.0,5.0,5.0,4.89,5.0,4.56,4.89
571,24414973,4.83,4.87,4.95,4.93,4.91,4.94,4.62
572,4289713,4.45,4.6,3.95,4.76,4.74,4.52,4.38
573,24002310,4.78,4.87,4.89,4.87,4.85,4.93,4.72
574,3359487,4.9,5.0,5.0,4.95,5.0,4.76,4.76
575,3748993,4.76,4.9,4.9,5.0,5.0,4.9,4.52
576,24569854,4.9,5.0,4.9,5.0,5.0,5.0,4.7
577,3913240,4.97,4.95,4.97,5.0,4.97,4.86,4.84
578,24471465,4.92,4.83,4.67,5.0,5.0,4.83,4.67
579,12232781,4.51,4.68,4.53,4.69,4.73,4.84,4.5
580,4710619,,,,,,,
581,5299087,4.52,4.76,4.17,4.95,4.86,4.73,4.4
582,24643319,4.66,4.77,4.46,4.94,4.89,4.77,4.46
583,17898488,4.85,5.0,4.92,4.92,5.0,4.44,4.81
584,24800445,4.74,4.81,4.66,4.84,4.85,4.96,4.67
585,6420712,4.8,4.8,5.0,4.4,4.8,5.0,4.6
586,24940666,4.87,4.9,4.93,4.94,4.94,4.73,4.59
587,20850737,4.82,4.88,4.73,4.9,4.87,4.9,4.56
588,4573337,4.41,4.64,4.34,4.91,4.93,4.43,4.4
589,23958791,5.0,5.0,5.0,5.0,5.0,5.0,4.67
590,18482089,4.85,4.91,4.87,4.97,4.98,4.55,4.77
591,4905127,4.87,4.95,4.9,4.97,4.97,4.77,4.85
592,25127376,4.66,4.79,4.76,4.91,4.91,4.76,4.52
593,20384529,4.83,4.86,4.86,4.93,4.79,4.45,4.38
594,20674116,4.75,4.78,4.61,4.87,4.9,4.89,4.62
595,3356377,4.82,4.88,4.63,4.88,4.92,4.93,4.62
596,25220162,4.91,4.97,4.97,4.94,4.99,4.77,4.8
597,11930041,5.0,5.0,5.0,5.0,5.0,5.0,5.0
598,2504583,4.94,5.0,4.94,4.88,5.0,4.56,4.88
599,7716979,5.0,5.0,5.0,5.0,5.0,5.0,5.0
600,25422214,4.92,4.92,4.9,4.93,4.96,4.86,4.81
601,4103782,4.8,4.8,3.8,5.0,5.0,4.8,4.6
602,19556947,4.73,4.8,4.65,4.96,4.92,4.68,4.68
603,25578633,4.55,4.67,4.59,4.79,4.84,4.29,4.45
604,19827437,4.87,4.79,4.77,4.92,5.0,4.82,4.69
605,3157162,5.0,5.0,5.0,5.0,5.0,5.0,5.0
606,21077937,4.81,4.81,4.63,4.93,4.93,4.67,4.6
607,459028,4.7,4.73,4.67,4.85,4.91,4.63,4.56
608,18482089,4.87,4.92,4.91,4.94,4.95,4.53,4.75
609,12426171,4.87,4.93,4.73,4.93,4.93,4.8,4.67
610,24400455,4.7,4.7,4.39,4.91,4.83,5.0,4.35
611,26144331,4.94,4.83,4.94,5.0,5.0,4.47,4.59
612,26283403,4.79,4.84,4.73,4.89,4.97,4.79,4.56
613,26401097,4.7,4.87,4.7,4.65,4.74,4.96,4.65
614,3171327,4.86,4.91,4.73,4.84,4.86,4.77,4.73
615,21849097,4.92,4.96,4.92,4.96,5.0,4.58,4.71
616,25832900,4.89,4.89,4.96,5.0,4.96,5.0,4.85
617,25832900,4.5,4.55,4.7,4.55,4.55,4.85,4.4
618,26371070,4.83,4.89,4.74,4.82,4.8,4.76,4.71
619,23928189,4.83,4.83,4.67,4.83,4.83,4.33,4.67
620,6192245,4.93,4.93,4.87,5.0,5.0,4.67,4.87
621,219080,4.89,4.87,4.9,4.92,4.93,4.8,4.71
622,23748264,4.63,4.75,4.69,4.94,4.88,4.06,4.19
623,188262188,4.84,4.9,4.84,4.81,4.86,4.76,4.61
624,1869083,4.91,4.92,4.8,5.0,4.98,5.0,4.87
625,8526077,4.85,4.81,4.63,4.85,4.85,4.85,4.78
626,8526227,4.93,5.0,4.85,4.96,4.96,4.63,4.67
627,4781137,4.87,4.85,4.81,4.94,4.97,4.7,4.83
628,22363954,4.75,4.93,4.93,4.93,4.94,4.81,4.81
629,27725065,4.84,4.9,4.68,4.97,4.94,4.81,4.71
630,9287585,4.78,4.83,4.84,4.78,4.63,4.89,4.61
631,6986975,4.91,4.86,4.8,4.94,5.0,4.91,4.69
632,11929685,4.89,4.86,4.68,4.88,4.88,4.91,4.63
633,8697755,4.65,4.76,4.43,4.81,4.89,4.57,4.57
634,6559278,4.65,4.88,4.59,4.88,4.94,4.35,4.59
635,28154037,4.89,4.83,4.81,4.97,4.97,4.69,4.67
636,27990245,5.0,4.82,4.82,4.94,5.0,4.76,4.71
637,12607303,4.76,4.85,4.74,4.94,4.91,4.71,4.67
638,24865141,4.67,4.33,5.0,5.0,5.0,5.0,4.67
639,28286241,4.97,5.0,4.97,5.0,4.97,4.79,4.92
640,9916091,4.66,4.72,4.83,4.76,4.86,4.83,4.24
641,27796396,4.84,4.82,4.89,4.98,4.93,4.76,4.73
642,24816465,5.0,4.86,4.9,4.95,4.95,4.65,4.85
643,17972078,5.0,4.91,4.91,5.0,5.0,4.73,4.82
644,5785727,4.69,4.83,4.42,4.88,4.8,4.8,4.68
645,29082613,4.95,5.0,5.0,4.98,5.0,4.92,4.7
646,29116854,4.87,4.84,4.89,4.95,4.94,4.97,4.7
647,29145151,4.33,5.0,5.0,5.0,4.0,5.0,4.67
648,1759884,4.44,4.69,4.59,4.69,4.49,4.67,4.36
649,20362105,4.89,4.89,4.44,5.0,5.0,4.67,4.56
650,29209821,4.88,4.75,4.5,4.81,4.88,4.69,4.63
651,21572827,4.7,4.69,4.63,4.92,4.92,4.76,4.59
652,3384988,5.0,5.0,4.85,5.0,5.0,4.85,4.69
653,29360280,4.75,4.8,4.45,4.83,4.88,4.93,4.53
654,29377730,5.0,4.91,5.0,5.0,5.0,5.0,4.91
655,7249564,4.82,4.86,4.7,4.93,4.98,4.91,4.6
656,4903063,4.93,4.9,4.88,4.87,4.95,4.95,4.64
657,2532286,4.77,4.69,4.85,5.0,4.92,4.69,4.62
658,29591818,4.84,4.81,4.87,4.97,4.93,4.62,4.68
659,29651612,4.66,4.69,4.83,4.86,4.79,4.89,4.37
660,29647728,4.88,4.9,4.72,4.95,4.93,4.96,4.75
661,5489923,5.0,4.67,5.0,5.0,5.0,4.67,5.0
662,29771312,4.92,4.96,4.78,4.88,4.87,4.69,4.63
663,360802000,4.91,4.86,4.97,4.96,4.98,4.98,4.78
664,29780607,5.0,5.0,4.71,5.0,5.0,4.57,4.86
665,29611976,4.89,4.89,4.78,5.0,5.0,4.89,4.67
666,12102789,5.0,5.0,4.0,5.0,5.0,4.5,4.5
667,18675105,4.93,4.93,5.0,4.93,4.96,4.96,4.81
668,10027212,,,,,,,
669,4865219,4.74,4.8,4.72,4.7,4.73,4.92,4.51
670,10726948,4.6,4.63,4.81,4.71,4.78,4.83,4.52
671,28640347,4.85,4.85,4.96,4.93,4.95,4.82,4.77
672,10844569,4.74,4.79,4.26,4.89,5.0,4.68,4.53
673,30263650,4.8,4.81,4.85,4.97,4.95,4.94,4.61
674,9943984,4.89,4.91,4.96,5.0,4.98,4.93,4.7
675,12379807,4.82,4.88,4.65,4.97,4.97,4.69,4.72
676,410152,4.83,4.93,4.8,4.97,5.0,4.9,4.69
677,22411730,4.89,4.88,4.75,4.63,4.78,4.89,4.78
678,10400480,,,,,,,
679,3204480,4.86,4.91,4.64,4.94,4.93,4.94,4.66
680,30457837,4.84,4.84,4.54,4.89,4.89,4.51,4.62
681,16894912,4.88,4.9,4.84,4.96,4.96,4.57,4.71
682,7844122,4.72,4.81,4.61,4.92,4.8,4.75,4.19
683,30546845,4.93,4.95,4.92,4.96,5.0,4.75,4.73
684,4822645,4.94,5.0,4.89,4.94,5.0,4.94,4.78
685,21883308,4.79,4.89,4.86,4.91,4.89,4.52,4.66
686,3040748,4.42,4.42,4.48,4.65,4.57,4.16,4.38
687,19732607,4.93,4.9,4.97,4.97,4.93,4.77,4.63
688,3352757,4.91,4.98,4.75,4.95,5.0,4.98,4.76
689,2205020,5.0,5.0,5.0,5.0,5.0,5.0,5.0
690,30715480,5.0,5.0,5.0,4.83,5.0,5.0,4.83
691,9677825,4.65,4.75,4.38,4.56,4.76,4.59,4.47
692,211997810,4.92,4.95,4.88,4.92,4.92,4.68,4.77
693,30946768,4.86,4.89,4.98,4.98,4.98,4.95,4.78
694,19203781,4.78,4.89,5.0,4.67,4.89,4.89,5.0
695,24412709,4.84,5.0,4.63,4.95,5.0,4.84,4.74
696,19029497,4.83,4.87,4.91,4.91,4.92,4.86,4.63
697,21572827,4.76,4.72,4.59,4.93,4.89,4.73,4.58
698,31146232,5.0,4.9,4.92,4.98,5.0,4.92,4.83
699,31202094,4.79,4.87,4.79,4.85,4.85,4.98,4.58
700,23928874,4.79,4.87,4.74,4.92,4.93,4.79,4.63
701,31237137,4.86,4.79,4.79,4.86,4.86,4.57,4.64
702,31365652,4.53,4.69,4.44,4.82,4.7,4.57,4.53
703,11298369,4.96,5.0,4.92,5.0,5.0,4.79,4.79
704,23424221,5.0,5.0,4.83,4.83,5.0,4.83,4.67
705,31501327,4.86,4.93,4.94,4.95,4.95,4.77,4.74
706,5720246,4.79,5.0,4.57,5.0,5.0,4.86,4.79
707,21168948,5.0,5.0,5.0,5.0,5.0,5.0,5.0
708,30836576,4.88,4.89,4.89,4.92,4.92,4.89,4.6
709,31318146,4.87,4.96,4.95,4.99,4.95,4.7,4.67
710,16442553,4.73,4.75,4.57,4.79,4.84,4.67,4.48
711,31614524,4.93,4.86,4.71,5.0,5.0,4.79,4.85
712,1529344,5.0,5.0,5.0,5.0,5.0,5.0,5.0
713,31817443,4.46,4.61,4.29,4.82,4.8,4.75,4.41
714,31864995,4.97,4.98,4.98,4.98,4.98,4.94,4.85
715,31864995,4.95,4.97,4.98,4.99,4.98,4.93,4.84
716,3727499,4.92,4.92,4.77,4.92,4.92,4.62,4.54
717,32134447,4.95,4.98,4.85,4.9,4.98,4.93,4.78
718,13177378,4.89,4.89,4.68,4.88,5.0,4.76,4.41
719,32328970,4.78,4.92,4.65,4.96,4.98,4.84,4.64
720,19019597,4.81,4.78,4.7,4.89,4.97,4.76,4.57
721,6774848,4.81,4.9,4.67,4.93,4.97,4.9,4.71
722,10484870,4.68,4.78,4.92,4.75,4.78,4.72,4.49
723,32520230,4.97,4.97,4.91,5.0,5.0,4.94,4.85
724,2957838,4.76,4.9,4.79,4.72,4.93,4.75,4.68
725,32659450,4.78,4.89,4.54,4.97,4.91,4.63,4.62
726,30890942,4.86,4.9,4.75,4.86,4.84,4.79,4.57
727,32522134,5.0,5.0,4.89,5.0,5.0,5.0,4.89
728,13941331,4.96,4.97,4.96,4.98,4.99,4.89,4.86
729,2071432,4.76,4.59,4.53,4.82,4.71,4.94,4.71
730,27138524,4.77,5.0,4.85,5.0,4.92,4.92,4.69
731,33016739,4.79,4.86,4.64,5.0,5.0,5.0,4.57
732,10390341,4.94,4.96,4.89,4.98,4.92,4.73,4.67
733,33116110,4.81,4.96,4.63,5.0,5.0,4.52,4.56
734,33132277,4.78,4.88,4.79,4.96,4.91,4.86,4.67
735,33143316,4.83,5.0,5.0,5.0,4.67,4.83,5.0
736,6625200,4.87,4.87,4.74,4.93,4.96,4.48,4.48
737,5189333,4.85,4.92,4.8,4.88,4.94,4.95,4.7
738,33214578,4.81,4.9,4.76,4.98,4.97,4.92,4.72
739,22159410,5.0,5.0,5.0,5.0,5.0,5.0,4.5
740,17417943,4.67,4.72,4.61,4.67,4.78,4.11,4.44
741,5070249,4.71,4.83,4.92,4.83,5.0,4.71,4.58
742,8236804,4.97,4.97,4.95,4.97,4.92,4.64,4.73
743,4381603,4.92,5.0,4.92,5.0,5.0,4.25,4.75
744,33630710,4.84,4.85,4.9,4.87,4.93,4.94,4.73
745,4909610,4.92,4.92,4.92,4.88,4.96,4.88,4.88
746,33663003,5.0,4.89,4.83,5.0,5.0,4.93,4.71
747,13667948,4.91,4.73,4.45,4.86,4.86,4.55,4.77
748,9064164,4.89,4.94,4.84,4.98,4.98,4.91,4.75
749,33806044,4.93,4.93,4.95,4.98,4.95,4.9,4.9
750,15260422,4.91,4.94,4.88,4.97,4.95,4.97,4.79
751,33890419,4.42,4.52,4.53,4.39,4.49,4.78,4.22
752,21124767,4.0,4.29,4.57,4.71,5.0,4.43,3.86
753,34048596,4.96,4.96,4.94,4.97,4.99,4.89,4.73
754,5884786,4.9,4.94,4.91,4.94,4.97,4.82,4.68
755,6583333,4.93,4.98,4.95,5.0,5.0,4.81,4.9
756,7464110,4.64,4.66,4.59,4.89,4.9,4.84,4.45
757,33497309,4.17,3.83,4.08,4.58,4.91,4.55,4.18
758,9254550,4.88,4.88,4.99,4.95,4.92,4.67,4.81
759,34157131,4.86,4.97,4.89,4.86,4.94,4.66,4.66
760,34167670,4.87,4.92,4.59,4.86,4.96,4.94,4.61
761,29645081,5.0,5.0,5.0,5.0,5.0,4.0,5.0
762,30516685,4.95,4.93,4.93,4.88,4.95,4.9,4.88
763,8698376,4.5,4.73,4.45,4.55,4.55,4.58,4.45
764,18825148,5.0,5.0,4.75,5.0,5.0,4.5,5.0
765,14856684,4.58,4.67,4.58,4.95,4.93,4.76,4.29
766,34339797,4.75,4.75,4.75,5.0,5.0,5.0,5.0
767,22481192,4.93,4.95,4.93,4.95,4.99,4.97,4.8
768,26294656,4.9,4.92,4.94,4.95,4.97,4.72,4.76
769,34498455,4.93,4.87,4.77,4.97,5.0,5.0,4.73
770,34561008,4.91,4.88,4.88,5.0,4.91,5.0,4.79
771,10545313,5.0,4.83,5.0,5.0,5.0,4.83,5.0
772,3040748,4.42,4.54,4.49,4.66,4.59,4.35,4.35
773,6207685,4.9,5.0,4.9,4.9,5.0,5.0,4.6
774,28640244,4.92,4.92,4.77,5.0,5.0,4.54,4.85
775,34670170,4.84,4.83,4.86,4.83,4.86,4.56,4.65
776,540087,4.9,4.79,4.9,4.89,5.0,4.93,4.69
777,15507949,4.82,4.65,4.47,4.76,4.71,4.82,4.41
778,23531051,4.64,4.74,4.63,4.89,4.95,4.53,4.39
779,34846770,4.82,4.91,4.91,4.95,4.95,4.77,4.64
780,34349002,4.71,4.83,4.73,4.83,4.75,4.42,4.66
781,3668744,4.81,4.81,4.58,4.96,5.0,4.92,4.65
782,11319500,4.86,4.89,4.85,4.95,4.93,4.93,4.77
783,2534561,4.63,4.88,4.94,4.75,4.81,4.88,4.81
784,35211934,4.92,4.62,4.92,5.0,4.92,4.23,4.54
785,19053525,5.0,5.0,5.0,4.77,5.0,5.0,4.92
786,35262430,4.88,4.96,4.86,4.92,4.96,4.76,4.67
787,35271802,4.89,4.93,4.88,4.89,4.93,4.98,4.77
788,13213532,4.86,4.95,4.71,4.92,4.93,4.99,4.77
789,5064424,4.69,4.88,4.75,4.72,4.91,4.63,4.45
790,21773821,4.84,4.87,4.82,4.98,4.98,4.49,4.69
791,35385981,5.0,5.0,4.75,5.0,5.0,5.0,5.0
792,35411832,4.95,4.95,4.84,5.0,5.0,4.89,4.89
793,14591874,4.69,4.63,4.59,4.69,4.84,4.72,4.59
794,31275614,4.87,5.0,5.0,4.93,4.93,4.83,4.45
795,32698432,4.71,4.77,4.81,4.94,4.97,4.65,4.35
796,15252126,4.82,4.92,4.86,4.7,4.82,4.62,4.76
797,35481000,4.94,4.91,4.88,4.94,4.91,4.97,4.56
798,1899873,4.82,4.83,4.82,4.91,4.91,4.91,4.76
799,35146234,4.92,4.88,4.94,4.98,5.0,4.84,4.68
800,35617650,4.87,4.89,4.89,4.96,4.94,4.85,4.74
801,29585407,4.8,4.9,4.2,4.8,4.8,4.6,5.0
802,10254359,4.75,4.81,4.74,4.91,4.95,4.75,4.56
803,35688010,4.88,4.75,4.94,5.0,4.94,4.94,4.81
804,35704934,4.9,4.96,4.94,5.0,4.98,4.92,4.76
805,35712611,4.43,4.86,3.86,4.79,4.79,4.5,4.14
806,34633165,4.77,4.75,4.38,4.88,4.96,4.87,4.62
807,16564018,4.8,4.8,4.78,4.94,4.98,4.57,4.57
808,2908962,4.69,4.7,4.59,4.89,4.95,4.45,4.47
809,61977,4.87,4.96,4.78,4.74,4.78,5.0,4.7
810,35780464,4.92,5.0,5.0,4.92,5.0,4.75,4.91
811,35789117,4.77,4.71,4.64,4.86,4.91,4.63,4.39
812,8789817,4.97,4.97,4.91,4.97,5.0,4.82,4.76
813,24350341,4.87,4.84,4.57,4.92,4.92,4.79,4.71
814,16360879,4.8,5.0,4.8,5.0,4.8,4.8,4.8
815,10048959,4.86,4.86,5.0,4.86,5.0,5.0,5.0
816,6206405,5.0,4.98,4.97,5.0,5.0,4.98,4.89
817,3315498,4.7,4.75,4.54,4.89,4.88,4.82,4.38
818,7278134,4.85,4.84,4.77,4.88,4.89,4.84,4.6
819,20419809,4.75,4.82,4.64,5.0,5.0,5.0,4.58
820,36272714,4.81,4.88,4.78,4.94,4.96,4.86,4.68
821,10783298,5.0,5.0,4.83,5.0,5.0,4.75,4.83
822,26577733,4.7,4.81,4.73,4.89,5.0,4.95,4.49
823,4781137,4.94,4.96,4.92,4.95,4.95,4.74,4.88
824,9758712,4.9,4.86,5.0,5.0,4.9,4.9,4.81
825,36610500,4.73,5.0,4.0,4.8,4.93,4.93,4.47
